sent,quest,ans
John went back to the kitchen . John journeyed to the bedroom . Daniel journeyed to the kitchen . Daniel went back to the office . Daniel travelled to the bathroom . Daniel journeyed to the office .Where is Daniel ?,office,kitchen
John went back to the kitchen . John journeyed to the bedroom . Daniel journeyed to the kitchen . Daniel went back to the office . Daniel travelled to the bathroom . Daniel journeyed to the office . John moved to the kitchen . Sandra journeyed to the garden . Daniel went to the hallway . Sandra journeyed to the bathroom .Where is Daniel ?,hallway,kitchen
Mary journeyed to the kitchen . Sandra went back to the office .Where is Sandra ?,office,hallway
Mary journeyed to the kitchen . Sandra went back to the office . John moved to the bedroom . Mary travelled to the bathroom .Where is Mary ?,bathroom,hallway
Mary journeyed to the kitchen . Sandra went back to the office . John moved to the bedroom . Mary travelled to the bathroom . Sandra moved to the bathroom . Mary travelled to the kitchen .Where is Sandra ?,bathroom,hallway
Mary journeyed to the kitchen . Sandra went back to the office . John moved to the bedroom . Mary travelled to the bathroom . Sandra moved to the bathroom . Mary travelled to the kitchen . Daniel journeyed to the office . Daniel journeyed to the garden .Where is Mary ?,kitchen,hallway
Mary journeyed to the kitchen . Sandra went back to the office . John moved to the bedroom . Mary travelled to the bathroom . Sandra moved to the bathroom . Mary travelled to the kitchen . Daniel journeyed to the office . Daniel journeyed to the garden . Daniel travelled to the bedroom . John went back to the kitchen .Where is Daniel ?,bedroom,kitchen
John went to the hallway . Sandra travelled to the hallway .Where is John ?,hallway,kitchen
John went to the hallway . Sandra travelled to the hallway . Sandra travelled to the kitchen . John went back to the kitchen . John went back to the garden . Mary moved to the kitchen .Where is Sandra ?,kitchen,hallway
John went to the hallway . Sandra travelled to the hallway . Sandra travelled to the kitchen . John went back to the kitchen . John went back to the garden . Mary moved to the kitchen . John moved to the hallway . Sandra went to the office .Where is Mary ?,kitchen,hallway
John went to the hallway . Sandra travelled to the hallway . Sandra travelled to the kitchen . John went back to the kitchen . John went back to the garden . Mary moved to the kitchen . John moved to the hallway . Sandra went to the office . John journeyed to the kitchen . Mary travelled to the garden .Where is Sandra ?,office,hallway
John went back to the office . Daniel went to the bathroom .Where is John ?,office,kitchen
John went back to the office . Daniel went to the bathroom . John journeyed to the kitchen . Mary went to the bathroom . Sandra moved to the garden . Daniel went back to the bedroom .Where is Sandra ?,garden,hallway
John went back to the office . Daniel went to the bathroom . John journeyed to the kitchen . Mary went to the bathroom . Sandra moved to the garden . Daniel went back to the bedroom . Sandra moved to the kitchen . Daniel travelled to the garden .Where is Sandra ?,kitchen,hallway
John went back to the office . Daniel went to the bathroom . John journeyed to the kitchen . Mary went to the bathroom . Sandra moved to the garden . Daniel went back to the bedroom . Sandra moved to the kitchen . Daniel travelled to the garden . John went back to the office . John went back to the bedroom .Where is John ?,bedroom,kitchen
Daniel went to the bathroom . Mary travelled to the hallway . John went to the bedroom . John travelled to the bathroom .Where is Daniel ?,bathroom,kitchen
Daniel went to the bathroom . Mary travelled to the hallway . John went to the bedroom . John travelled to the bathroom . Mary went to the office . Sandra journeyed to the kitchen .Where is John ?,bathroom,kitchen
Daniel went to the bathroom . Mary travelled to the hallway . John went to the bedroom . John travelled to the bathroom . Mary went to the office . Sandra journeyed to the kitchen . Mary moved to the bedroom . Daniel went back to the kitchen .Where is Mary ?,bedroom,hallway
Daniel went to the bathroom . Mary travelled to the hallway . John went to the bedroom . John travelled to the bathroom . Mary went to the office . Sandra journeyed to the kitchen . Mary moved to the bedroom . Daniel went back to the kitchen . Mary moved to the garden . Daniel travelled to the office .Where is Mary ?,garden,hallway
Daniel went back to the garden . Mary travelled to the office .Where is Daniel ?,garden,kitchen
Daniel went back to the garden . Mary travelled to the office . Daniel went back to the bedroom . Mary journeyed to the bathroom .Where is Mary ?,bathroom,hallway
Daniel went back to the garden . Mary travelled to the office . Daniel went back to the bedroom . Mary journeyed to the bathroom . Daniel journeyed to the bathroom . Sandra went to the kitchen .Where is Daniel ?,bathroom,kitchen
Daniel went back to the garden . Mary travelled to the office . Daniel went back to the bedroom . Mary journeyed to the bathroom . Daniel journeyed to the bathroom . Sandra went to the kitchen . John moved to the bathroom . Mary went to the hallway . Daniel moved to the office . John travelled to the kitchen .Where is Sandra ?,kitchen,hallway
Sandra moved to the bathroom . Daniel travelled to the bathroom .Where is Daniel ?,bathroom,kitchen
Sandra moved to the bathroom . Daniel travelled to the bathroom . Sandra journeyed to the kitchen . Daniel moved to the kitchen . Mary travelled to the kitchen . Sandra went to the bathroom .Where is Sandra ?,bathroom,hallway
Sandra moved to the bathroom . Daniel travelled to the bathroom . Sandra journeyed to the kitchen . Daniel moved to the kitchen . Mary travelled to the kitchen . Sandra went to the bathroom . John went back to the bathroom . Daniel moved to the hallway .Where is Daniel ?,hallway,kitchen
Sandra moved to the bathroom . Daniel travelled to the bathroom . Sandra journeyed to the kitchen . Daniel moved to the kitchen . Mary travelled to the kitchen . Sandra went to the bathroom . John went back to the bathroom . Daniel moved to the hallway . Mary went to the garden . John went back to the garden .Where is Daniel ?,hallway,kitchen
Daniel journeyed to the bedroom . Sandra journeyed to the bathroom .Where is Daniel ?,bedroom,kitchen
Daniel journeyed to the bedroom . Sandra journeyed to the bathroom . John went to the office . Sandra moved to the bedroom .Where is John ?,office,kitchen
Daniel journeyed to the bedroom . Sandra journeyed to the bathroom . John went to the office . Sandra moved to the bedroom . Mary journeyed to the garden . Mary went to the bedroom .Where is John ?,office,kitchen
Daniel journeyed to the bedroom . Sandra journeyed to the bathroom . John went to the office . Sandra moved to the bedroom . Mary journeyed to the garden . Mary went to the bedroom . Daniel went to the bathroom . John travelled to the kitchen .Where is Mary ?,bedroom,hallway
Mary journeyed to the kitchen . Daniel moved to the bedroom .Where is Mary ?,kitchen,hallway
Mary journeyed to the kitchen . Daniel moved to the bedroom . Mary went to the bathroom . John went to the bathroom .Where is Mary ?,bathroom,hallway
Mary journeyed to the kitchen . Daniel moved to the bedroom . Mary went to the bathroom . John went to the bathroom . Sandra went back to the bedroom . John went back to the garden .Where is Sandra ?,bedroom,hallway
Mary journeyed to the kitchen . Daniel moved to the bedroom . Mary went to the bathroom . John went to the bathroom . Sandra went back to the bedroom . John went back to the garden . Sandra travelled to the office . Daniel went to the garden .Where is Sandra ?,office,hallway
Mary journeyed to the kitchen . Daniel moved to the bedroom . Mary went to the bathroom . John went to the bathroom . Sandra went back to the bedroom . John went back to the garden . Sandra travelled to the office . Daniel went to the garden . Mary moved to the garden . John moved to the kitchen .Where is Mary ?,garden,hallway
Sandra travelled to the garden . John travelled to the kitchen .Where is Sandra ?,garden,hallway
Sandra travelled to the garden . John travelled to the kitchen . Mary went to the bathroom . Mary travelled to the bedroom .Where is Sandra ?,garden,hallway
Sandra travelled to the garden . John travelled to the kitchen . Mary went to the bathroom . Mary travelled to the bedroom . Mary journeyed to the office . Daniel went to the bathroom .Where is Mary ?,office,hallway
Sandra travelled to the garden . John travelled to the kitchen . Mary went to the bathroom . Mary travelled to the bedroom . Mary journeyed to the office . Daniel went to the bathroom . Sandra journeyed to the bathroom . John went to the bathroom .Where is John ?,bathroom,kitchen
Sandra travelled to the garden . John travelled to the kitchen . Mary went to the bathroom . Mary travelled to the bedroom . Mary journeyed to the office . Daniel went to 
